2020-02-20 |Sonic the Hedgehog| $77,750,090
2020-02-25 |Sonic the Hedgehog| $106,493,965
2020-03-03 |The Invisible Man| $9,106,340
2020-03-06 |The Invisible Man| $14,559,775

2020-03-09 Onward $40,000,000
2020-03-11 Onward $41,629,376
2020-03-21 Onward $61,555,145
2020-03-21 Onward $61,555,145
2020-03-25 Onward $61,555,145
2020-03-28 Onward $61,555,145
2020-04-07 |Phoenix, Oregon (Limited Release)| $3,547
